task,label,count
organ_norm,"femoral arter, kalp",1
organ_norm,retina,1
organ_norm,laboratuvar,1
organ_norm,"sol bacak,karın,sağ kol",1
organ_norm,periferik sinir sistemi,1
organ_norm,"akciğer,böbrek,kemik iliği",1
organ_norm,vascular system,1
organ_norm,lymph node,1
organ_norm,lymphatic system,1
organ_norm,digestive system,1
organ_norm,brain/liver/lung,1
organ_norm,brain/eyes,1
organ_norm,eye/gut,1
organ_norm,appendix,1
organ_norm,abdomen/liver,1
organ_norm,gall bladder/appendix,1
organ_norm,rectum/body temp,1
organ_norm,cardiovascular,1
organ_norm,chest/stomach,1
organ_norm,liver/bladder,1
organ_norm,bowel,1
organ_norm,blood oxygen,1
organ_norm,rectum,1
organ_norm,pancreas,1
organ_norm,spine,1
organ_norm,adrenal glands,1
organ_norm,gut,1
organ_norm,heart/intestines,1
organ_norm,hands,1
organ_norm,bones,1
organ_norm,scripts,1
organ_norm,fat,1
organ_norm,eyes/brain,1
organ_norm,lungs/brain,1
organ_norm,stomach,1
organ_norm,liver/lungs,1
organ_norm,kidneys/liver,1
organ_norm,neck/heart,1
organ_norm,brain/heart,1
organ_norm,kidneys,1
organ_norm,psychological,1
organ_norm,muscles,1
organ_norm,kalp damarları,1
organ_norm,kulak; burun,1
organ_norm,safra kanalı; pankreas,1
organ_norm,safra yolları; karaciğer,1
organ_norm,kulak; bağırsak; eklem,1
organ_norm,karaciğer; safra yolları,1
organ_norm,akciğer; ven,1
organ_norm,akciğer; karaciğer; mesane; dalak,1
organ_norm,ven; karaciğer,1
organ_norm,sinir sistemi; kafatası,1
organ_norm,karaciğer; beyin,1
organ_norm,temporal lob; orta beyin,1
organ_norm,kalp; arterler,1
organ_norm,uyku,1
organ_norm,"göz , karaciğer",1
organ_norm,beyin akciğer karaciğer,1
organ_norm,beyin kol kalp,1
organ_norm,bacak omuz,1
organ_norm,tüm vücüt,1
organ_norm,beyin dokusu,1
organ_norm,"baş, kalp",1
organ_norm,"solunum, ses telleri",1
organ_norm,"karın, solunum",1
organ_norm,"damar, kalp",1
organ_norm,"beyin sapı, akciğer",1
organ_norm,"kan, cilt",1
organ_norm,"omurga, sinir",1
organ_norm,talyum zehirlenmesi,1
organ_norm,"böbrek, sinir",1
organ_norm,"cilt, kalp",1
organ_norm,"lenf, beyin",1
organ_norm,"karın, kalp",1
organ_norm,"damar, karaciğer",1
organ_norm,"burun, akciğer",1
organ_norm,"cilt, kas",1
organ_norm,"karaciğer, bağışıklık",1
organ_norm,"kas, parmak",1
organ_norm,"kalp, bağışıklık",1
organ_norm,"göğüs, kollar",1
organ_norm,"karaciğer, bağırsak",1
organ_norm,"bağırsak, kalp",1
organ_norm,"sindirim sistemi, dalak",1
organ_norm,"bağırsak, dalak",1
organ_norm,"kalp, burun",1
organ_norm,"kalp, damarlar",1
organ_norm,dişler,1
organ_norm,"kalp, arterler",1
organ_norm,"adrenal bez, kan",1
organ_norm,"böbrekler, beyin",1
organ_norm,deri altı yağ dokusu,1
organ_norm,"akciğer, böbrek, karaciğer",1
organ_norm,"dalak, kan",1
organ_norm,"göğüs, boyun",1
organ_norm,"kan, çoklu organ",1
organ_norm,"immün sistem, kan",1
organ_norm,"göğüs, bağırsak, idrar yolu",1
organ_norm,"akciğer, sindirim sistemi",1
organ_norm,"akciğer, boğaz, sindirim sistemi",1
organ_norm,"kalp, damar",1
organ_norm,"damar, trakea",1
organ_norm,"lenf bezleri, damar",1
organ_norm,"immün sistem, lenf bezleri",1
organ_norm,"beyin, sinir hücreleri",1
organ_norm,"kol, el",1
organ_norm,"el, sinir sistemi",1
organ_norm,"el, göz",1
organ_norm,"cilt, boğaz",1
organ_norm,"kan, kemik iliği",1
organ_norm,"göğüs, tümör bölgesi",1
organ_norm,"bacak, arter",1
organ_norm,"kan, ayak",1
organ_norm,"apandis, safra kesesi, böbrek",1
organ_norm,"böbrek, safra kesesi",1
organ_norm,"kol, damar",1
organ_norm,nefes borusu,1
organ_norm,"akciğer, nefes borusu",1
organ_norm,"boyun, lenf nodları",1
organ_norm,"böbrek, akciğer, beyin",1
organ_norm,kalp ve akciğer,1
organ_norm,gözler ve baş,1
organ_norm,mide ve bağırsak,1
organ_norm,kollar ve sinirler,1
organ_norm,kalp ve damarlar,1
organ_norm,karın organları,1
organ_norm,diz,1
organ_norm,sinirler,1
organ_norm,kemikler,1
organ_norm,cilt ve saç,1
organ_norm,gözler ve pankreas,1
organ_norm,bel ve bacaklar,1
organ_norm,femoral arter,1
organ_norm,kalp/akciğer/karaciğer/pankreas,1
organ_norm,kalp/akciğer/beyin,1
organ_norm,akciğer/pankreas,1
organ_norm,solunum yolu/kalp,1
organ_norm,bağırsak/damar,1
organ_norm,beyin/kalp/akciğer/karaciğer/pankreas,1
organ_norm,beyin/genetik,1
organ_norm,göz/beyin,1
organ_norm,kalp/akciğer/pankreas,1
organ_norm,beyin/göz,1
organ_norm,diş,1
organ_norm,tükürük bezleri,1
organ_norm,bezler,1
organ_norm,sinüs,1
organ_norm,plasenta,1
organ_norm,gözenekler,1
organ_norm,ev,1
organ_norm,onikiparmak bağırsağı,1
organ_norm,hip,1
organ_norm,"mide, akciğer",1
organ_norm,"hava yolu, özofagus",1
organ_norm,"akciğer, karaciğer",1
organ_norm,"göz, beyin",1
organ_norm,"omurilik, akciğer, karaciğer",1
organ_norm,"akciğer, omurga",1
organ_norm,"akciğer, omurga, perikard",1
organ_norm,"göz, burun",1
organ_norm,"uterus, akciğer, karaciğer, omurga",1
organ_norm,"uterus, akciğer, karaciğer",1
organ_norm,"deri, sinir",1
organ_norm,"kalp, karaciğer, böbrek",1
organ_norm,anatomy,1
organ_norm,tiroit,1
organ_norm,el; ayak,1
organ_norm,"kulak, beyin",1
organ_norm,işitme siniri,1
organ_norm,"göz, kalp",1
organ_norm,sinüs düğümü,1
organ_norm,yağ hücreleri,1
organ_norm,"kemik, disk",1
organ_norm,"omurga, kalp",1
organ_norm,"kalp, eller",1
organ_norm,böbreküstü bezleri,1
organ_norm,"kemik, böbrek",1
organ_norm,"karaciğer, yemek borusu",1
organ_norm,"karaciğer, kalp, beyin",1
organ_norm,tırnak,1
organ_norm,nöron,1
organ_norm,ayak bileği,1
organ_norm,"beyin, hipofiz",1
organ_norm,"kan, kalp, beyin",1
organ_norm,"parmak, beyin, kalp",1
organ_norm,"karaciğer, dalak",1
organ_norm,"beyin, karaciğer, kalp",1
organ_norm,"karaciğer, lenf düğümü",1
organ_norm,"deri, kemik",1
organ_norm,"böbrek, kalp",1
organ_norm,"kalp, barsak",1
organ_norm,"kalp, göz",1
organ_norm,"böbrek, kas",1
organ_norm,kalp; bağırsak,1
organ_norm,kalp; sinir sistemi; bağırsak,1
organ_norm,beyin; omurilik,1
organ_norm,sinir sistemi; sindirim sistemi,1
organ_norm,eklem; kalp; böbrek,1
organ_norm,damar; böbrek; kalp; deri,1
organ_norm,kalp; böbrek; deri,1
organ_norm,böbrek; karaciğer,1
organ_norm,beyin; ses telleri; kalp,1
organ_norm,sinir sistemi; beyin,1
organ_norm,bağ doku,1
organ_norm,mitokondri,1
organ_norm,tiroit; pitüiter bez,1
organ_norm,pitüiter bez,1
organ_norm,damar; sinir sistemi,1
organ_norm,kalp; damar; sinir sistemi,1
organ_norm,beyin; kafatası,1
organ_norm,beyin; ses telleri,1
organ_norm,beyin; mesane,1
organ_norm,cilt; bağışıklık sistemi,1
organ_norm,kas; eklem,1
organ_norm,psikoloji; hukuk,1
organ_norm,onkoloji,1
organ_norm,sinir sistemi; bacak,1
organ_norm,damar; ayak,1
organ_norm,yara,1
organ_norm,kas; böbrek,1
organ_norm,kas; böbrek; kalp,1
organ_norm,kalp; akciğer; damar,1
organ_norm,akciğer; kan,1
organ_norm,kas; damar,1
organ_norm,kas; sinir sistemi,1
organ_norm,akciğer; psikoloji,1
organ_norm,beyin; kan,1
organ_norm,kafa; yüz,1
organ_norm,psikoloji; kalp; damar,1
organ_norm,omuz; bağımlılık,1
organ_norm,psikoloji; beyin,1
organ_norm,kas; bacak,1
organ_norm,kas; psikoloji,1
organ_norm,"bacak, beyin",1
organ_norm,"karaciğer, mide",1
organ_norm,"kalp, böbrek, akciğer",1
organ_norm,"kulak, göğüs",1
organ_norm,"el, sırt",1
organ_norm,"eklem, beyin",1
organ_norm,"tiroid, boyun",1
organ_norm,kalp kapakçıkları,1
organ_norm,"karaciğer, safra kanalları",1
organ_norm,kanallar,1
organ_norm,safra kanalı,1
organ_norm,sistik kanal,1
organ_norm,"karaciğer, kan",1
organ_norm,portal ven,1
organ_norm,"boyun, karın",1
organ_norm,"karaciğer, böbrek, akciğer",1
organ_norm,kanal,1
organ_norm,"safra kesesi, karaciğer",1
organ_norm,"diz, ayak bileği, omuz, eklem",1
organ_norm,"avuç içleri, ayak tabanları",1
organ_norm,el/ayak,1
organ_norm,omuz,1
organ_norm,"cilt, akciğer",1
organ_norm,"cilt, göz",1
organ_norm,"göz, eklem",1
organ_norm,"beyin, baş",1
organ_norm,"uzuv, omurga, kafatası",1
organ_norm,"diyafram, göğüs kemiği, burun, kulak",1
organ_norm,"mide-bağırsak sistemi, parotis",1
organ_norm,"göz, karaciğer",1
organ_norm,"baş, ayak, kalp, beyin",1
organ_norm,"kalp, kaburga",1
organ_norm,"koku siniri, optik sinir, beyin",1
organ_norm,parietal korteks,1
organ_norm,"göğüs, akciğer",1
organ_norm,skrotum,1
organ_norm,alyuvarlar,1
organ_norm,ulnar arter,1
organ_norm,baziler arter,1
organ_norm,pineal bez,1
organ_norm,böbrek sinirleri,1
organ_norm,humerus,1
organ_norm,kol kemiği,1
organ_norm,"böbrek,kalın bağırsak",1
organ_norm,kalın bağırsak,1
organ_norm,diş etleri,1
organ_norm,aksiller arter,1
organ_norm,çölyak arter,1
organ_norm,saç,1
organ_norm,bilek,1
organ_norm,kaş,1
organ_norm,bronşlar,1
organ_norm,bacak kasları,1
organ_norm,ince bağırsak,1
organ_norm,"kalp, akciğerler",1
organ_norm,göz bebekleri,1
organ_norm,oksipital lobunuz,1
organ_norm,sol alt lobunda,1
organ_norm,koroner arterleri,1
organ_norm,sağ atriyum,1
organ_norm,boyun damarları,1
organ_norm,"kalbi, beyni",1
organ_norm,"kan, kan damarları",1
organ_norm,"parafaringeal boşluk, şah damarı",1
organ_norm,"sklera, karaciğer",1
organ_norm,"beyin, anterior komünikan arter",1
