season,episode,speaker,Symptom,Test,Drug,Procedure,Intent,diagnosis_stage,Sarcasm,Emotion,Organ,correct_prediction,model_prediction,text,medical_entities,text_clean,intent_norm,emotion_norm,organ_norm,diagnosis_stage_norm,sarcasm_label,has_symptom,has_test,has_drug,has_procedure,entity_count,entity_types
1,21,House,nörolojik değişiklik,,,,hipotez,hipotez,0,nötr,beyin,nörosistiserkozis,,Kişilik değişiklikleri nörolojik bir soruna işaret edebilir.,"[{""text"":""nörolojik"",""type"":""Disease""}]",kişilik değişiklikleri nörolojik bir soruna işaret edebilir.,hipotez,nötr,beyin,hipotez,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,böbrek taşı,,,,hipotez,hipotez,0,nötr,böbrek,nörosistiserkozis,,Küçük bir böbrek taşı şiddetli ağrıya neden olabilir.,"[{""text"":""böbrek taşı"",""type"":""Disease""}]",küçük bir böbrek taşı şiddetli ağrıya neden olabilir.,hipotez,nötr,böbrek,hipotez,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,kasiskelet ağrısı,,,,açıklama,değerlendirme,0,nötr,bacak,nörosistiserkozis,,Bacak ağrılarının çoğu kasiskelet kaynaklıdır.,"[{""text"":""kas"",""type"":""Disease""}]",bacak ağrılarının çoğu kasiskelet kaynaklıdır.,açıklama,nötr,bacak,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,yılan ısırığı,,,,tanı,tanı,0,nötr,,nörosistiserkozis,,Bacaktaki delik yılan ısırığını düşündürür.,"[{""text"":""yılan ısırığı"",""type"":""Disease""}]",bacaktaki delik yılan ısırığını düşündürür.,tanı,nötr,unknown,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,Cameron,tendonit,,,,tanı,tanı,0,nötr,bacak,nörosistiserkozis,,Hastaya tendonit tanısı kondu.,"[{""text"":""tendonit"",""type"":""Disease""}]",hastaya tendonit tanısı kondu.,tanı,nötr,bacak,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,tiroid nodülü,,,,açıklama,değerlendirme,0,nötr,tiroid,nörosistiserkozis,,Küçük bir tiroid nodülü tespit edildi.,"[{""text"":""nodül"",""type"":""Disease""}]",küçük bir tiroid nodülü tespit edildi.,açıklama,nötr,tiroid,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,tiroid hastalığı,,,,hipotez,hipotez,0,nötr,tiroid,nörosistiserkozis,,Tiroid bozukluğu depresyon ve ağrıya neden olabilir.,"[{""text"":""tiroid"",""type"":""Disease""}]",tiroid bozukluğu depresyon ve ağrıya neden olabilir.,hipotez,nötr,tiroid,hipotez,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,refleks azalması,,,,açıklama,değerlendirme,0,nötr,bacak,nörosistiserkozis,,Patellar reflekslerde azalma görüldü.,"[{""text"":""refleks"",""type"":""Symptom""}]",patellar reflekslerde azalma görüldü.,açıklama,nötr,bacak,değerlendirme,not_sarcastic,True,False,False,False,1,Symptom:1
1,21,House,fıtık disk,,,,hipotez,hipotez,0,nötr,omurga,nörosistiserkozis,,Fıtık disk sinir köküne baskı yapabilir.,"[{""text"":""fıtık"",""type"":""Disease""}]",fıtık disk sinir köküne baskı yapabilir.,hipotez,nötr,omurga,hipotez,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,şiddetli ağrı,,,,açıklama,değerlendirme,0,nötr,,nörosistiserkozis,,Hasta dayanılmaz ağrıdan şikayet ediyor.,"[{""text"":""ağrı"",""type"":""Symptom""}]",hasta dayanılmaz ağrıdan şikayet ediyor.,açıklama,nötr,unknown,değerlendirme,not_sarcastic,True,False,False,False,1,Symptom:1
1,21,House,ilaç bağımlılığı,,,,açıklama,değerlendirme,0,nötr,,nörosistiserkozis,,Hasta ağrı kesici bağımlılığı gösterebilir.,"[{""text"":""bağımlılık"",""type"":""Disease""}]",hasta ağrı kesici bağımlılığı gösterebilir.,açıklama,nötr,unknown,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,21,Cameron,antivenom tedavisi,,,,tedavi,tedavi,0,nötr,,nörosistiserkozis,,Yılan zehrine karşı antivenom verildi.,"[{""text"":""antivenom"",""type"":""Drug""}]",yılan zehrine karşı antivenom verildi.,tedavi,nötr,unknown,tedavi,not_sarcastic,True,False,False,False,1,Drug:1
1,21,Cameron,alerjik reaksiyon,,,,açıklama,değerlendirme,0,nötr,,nörosistiserkozis,,Antivenom sonrası alerjik reaksiyon gelişti.,"[{""text"":""alerji"",""type"":""Disease""}]",antivenom sonrası alerjik reaksiyon gelişti.,açıklama,nötr,unknown,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,zehir miktarı,,,,açıklama,değerlendirme,0,nötr,,nörosistiserkozis,,Zehir miktarı beklenenden daha yüksek bulundu.,"[{""text"":""zehir"",""type"":""Disease""}]",zehir miktarı beklenenden daha yüksek bulundu.,açıklama,nötr,unknown,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,yılan türü uyumsuzluğu,,,,açıklama,değerlendirme,0,nötr,,nörosistiserkozis,,Tespit edilen yılan türü semptomlarla uyumlu değil.,"[{""text"":""yılan"",""type"":""Disease""}]",tespit edilen yılan türü semptomlarla uyumlu değil.,açıklama,nötr,unknown,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,hiperkalsemi,kan testi,,,tanı,test,0,nötr,,nörosistiserkozis,,Kalsiyum seviyesi ciddi derecede yüksek bulundu.,"[{""text"":""hiperkalsemi"",""type"":""Disease""},{""text"":""kan testi"",""type"":""Test""}]",kalsiyum seviyesi ciddi derecede yüksek bulundu.,tanı,nötr,unknown,test,not_sarcastic,True,True,False,False,2,Disease:1|Test:1
1,21,Cameron,dokunma hassasiyeti,,,,açıklama,değerlendirme,0,nötr,,nörosistiserkozis,,Hastada aşırı dokunma hassasiyeti gelişti.,"[{""text"":""hassasiyet"",""type"":""Symptom""}]",hastada aşırı dokunma hassasiyeti gelişti.,açıklama,nötr,unknown,değerlendirme,not_sarcastic,True,False,False,False,1,Symptom:1
1,21,House,paratiroid adenom,,,,hipotez,hipotez,0,nötr,,nörosistiserkozis,,Paratiroid adenom hiperkalsemiye neden olabilir.,"[{""text"":""adenom"",""type"":""Disease""}]",paratiroid adenom hiperkalsemiye neden olabilir.,hipotez,nötr,unknown,hipotez,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,D vitamini toksisitesi,,,,hipotez,hipotez,0,nötr,,nörosistiserkozis,,Aşırı D vitamini hiperkalsemi yapabilir.,"[{""text"":""vitamin D"",""type"":""Drug""}]",aşırı d vitamini hiperkalsemi yapabilir.,hipotez,nötr,unknown,hipotez,not_sarcastic,True,False,False,False,1,Drug:1
1,21,House,hematüri,,,,açıklama,değerlendirme,0,nötr,böbrek,nörosistiserkozis,,Hastada idrarda kan görülüyor.,"[{""text"":""hematüri"",""type"":""Symptom""}]",hastada idrarda kan görülüyor.,açıklama,nötr,böbrek,değerlendirme,not_sarcastic,True,False,False,False,1,Symptom:1
1,21,House,böbrek yetmezliği,,,,tanı,tanı,0,nötr,böbrek,nörosistiserkozis,,Böbrek fonksiyonları bozulmaya başlamış.,"[{""text"":""böbrek yetmezliği"",""type"":""Disease""}]",böbrek fonksiyonları bozulmaya başlamış.,tanı,nötr,böbrek,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,miyoglobinüri,,,,tanı,tanı,0,nötr,,nörosistiserkozis,,Kas yıkımı sonucu miyoglobin idrara geçiyor.,"[{""text"":""miyoglobin"",""type"":""Disease""}]",kas yıkımı sonucu miyoglobin idrara geçiyor.,tanı,nötr,unknown,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,kas nekrozu,,,,tanı,tanı,0,nötr,kas,nörosistiserkozis,,Kas dokusunda ölüm meydana gelmiş.,"[{""text"":""nekroz"",""type"":""Disease""}]",kas dokusunda ölüm meydana gelmiş.,tanı,nötr,kas,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,kreatin kinaz yüksekliği,kan testi,,,açıklama,test,0,nötr,,nörosistiserkozis,,Kreatin kinaz seviyesi yükselmiş.,"[{""text"":""CK"",""type"":""Test""}]",kreatin kinaz seviyesi yükselmiş.,açıklama,nötr,unknown,test,not_sarcastic,True,True,False,False,1,Test:1
1,21,House,enfeksiyon,,,,hipotez,hipotez,0,nötr,,nörosistiserkozis,,Olası nedenlerden biri enfeksiyon olabilir.,"[{""text"":""enfeksiyon"",""type"":""Disease""}]",olası nedenlerden biri enfeksiyon olabilir.,hipotez,nötr,unknown,hipotez,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,antibiyotik tedavisi,,antibiyotik,,tedavi,tedavi,0,nötr,,nörosistiserkozis,,Hastaya antibiyotik başlandı.,"[{""text"":""antibiyotik"",""type"":""Drug""}]",hastaya antibiyotik başlandı.,tedavi,nötr,unknown,tedavi,not_sarcastic,True,False,True,False,1,Drug:1
1,21,House,kas hasarı,MRI,,,tanı,test,0,nötr,kas,nörosistiserkozis,,MRI kas dokusunda hasar olduğunu gösterdi.,"[{""text"":""MRI"",""type"":""Test""}]",mri kas dokusunda hasar olduğunu gösterdi.,tanı,nötr,kas,test,not_sarcastic,True,True,False,False,1,Test:1
1,21,Cameron,osteosarkom,,,,tanı,tanı,0,nötr,kemik,nörosistiserkozis,,Femurda osteosarkom tespit edildi.,"[{""text"":""osteosarkom"",""type"":""Disease""}]",femurda osteosarkom tespit edildi.,tanı,nötr,kemik,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,Cameron,tümör,,,,açıklama,değerlendirme,0,nötr,kemik,nörosistiserkozis,,Kemikte malign tümör bulundu.,"[{""text"":""tümör"",""type"":""Disease""}]",kemikte malign tümör bulundu.,açıklama,nötr,kemik,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,21,Cameron,kemoterapi,,,,tedavi,tedavi,0,nötr,,nörosistiserkozis,,Tedavi planına kemoterapi eklendi.,"[{""text"":""kemoterapi"",""type"":""Procedure""}]",tedavi planına kemoterapi eklendi.,tedavi,nötr,unknown,tedavi,not_sarcastic,True,False,False,False,1,Procedure:1
1,21,Foreman,flesheating bakteriyel enfeksiyon,,,,tanı,tanı,0,nötr,doku,nörosistiserkozis,,Dokuda nekrotizan enfeksiyon gelişmiş.,"[{""text"":""nekrotizan enfeksiyon"",""type"":""Disease""}]",dokuda nekrotizan enfeksiyon gelişmiş.,tanı,nötr,doku,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,Foreman,cerrahi debridman,,,ameliyat,tedavi,tedavi,0,nötr,doku,nörosistiserkozis,,Enfekte dokunun cerrahi olarak çıkarılması gerekiyor.,"[{""text"":""cerrahi"",""type"":""Procedure""}]",enfekte dokunun cerrahi olarak çıkarılması gerekiyor.,tedavi,nötr,doku,tedavi,not_sarcastic,True,False,False,True,1,Procedure:1
1,21,Cuddy,anevrizma,,,,tanı,tanı,0,nötr,damar,nörosistiserkozis,,Damar anevrizması tespit edildi.,"[{""text"":""anevrizma"",""type"":""Disease""}]",damar anevrizması tespit edildi.,tanı,nötr,damar,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,enfarktüs,,,,tanı,tanı,0,nötr,damar,nörosistiserkozis,,Pıhtı damar tıkanıklığına neden oldu.,"[{""text"":""enfarktüs"",""type"":""Disease""}]",pıhtı damar tıkanıklığına neden oldu.,tanı,nötr,damar,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,doku nekrozu,,,,açıklama,değerlendirme,0,nötr,,nörosistiserkozis,,Kansız kalan dokuda nekroz gelişti.,"[{""text"":""nekroz"",""type"":""Disease""}]",kansız kalan dokuda nekroz gelişti.,açıklama,nötr,unknown,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,sitokin salınımı,,,,açıklama,değerlendirme,0,nötr,,nörosistiserkozis,,Ölü dokular sitokin salınımına yol açar.,"[{""text"":""sitokin"",""type"":""Disease""}]",ölü dokular sitokin salınımına yol açar.,açıklama,nötr,unknown,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,hiperkalemi,,,,tanı,tanı,0,nötr,,nörosistiserkozis,,Potasyum yükselmesi kalp durmasına neden olabilir.,"[{""text"":""hiperkalemi"",""type"":""Disease""}]",potasyum yükselmesi kalp durmasına neden olabilir.,tanı,nötr,unknown,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,kardiyak arrest,,,,açıklama,değerlendirme,0,nötr,kalp,nörosistiserkozis,,Yüksek potasyum kalp durmasına yol açabilir.,"[{""text"":""kardiyak arrest"",""type"":""Disease""}]",yüksek potasyum kalp durmasına yol açabilir.,açıklama,nötr,kalp,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,amputasyon,,,ameliyat,tedavi,tedavi,0,nötr,,nörosistiserkozis,,Bacağı kurtarmak mümkün olmazsa amputasyon gerekebilir.,"[{""text"":""amputasyon"",""type"":""Procedure""}]",bacağı kurtarmak mümkün olmazsa amputasyon gerekebilir.,tedavi,nötr,unknown,tedavi,not_sarcastic,True,False,False,True,1,Procedure:1
1,21,House,şiddetli ağrı,,,,açıklama,değerlendirme,0,nötr,bacak,nörosistiserkozis,,Hasta operasyon sonrası şiddetli ağrı yaşıyor.,"[{""text"":""ağrı"",""type"":""Symptom""}]",hasta operasyon sonrası şiddetli ağrı yaşıyor.,açıklama,nötr,bacak,değerlendirme,not_sarcastic,True,False,False,False,1,Symptom:1
1,21,House,morfin tedavisi,,morfin,,tedavi,tedavi,0,nötr,,nörosistiserkozis,,Ağrı kontrolü için morfin talep edildi.,"[{""text"":""morfin"",""type"":""Drug""}]",ağrı kontrolü için morfin talep edildi.,tedavi,nötr,unknown,tedavi,not_sarcastic,True,False,True,False,1,Drug:1
1,21,Cuddy,kas hücre ölümü,,,,açıklama,değerlendirme,0,nötr,kas,nörosistiserkozis,,Kas hücrelerinde ciddi hasar ve ölüm oluşmuş.,"[{""text"":""kas ölümü"",""type"":""Disease""}]",kas hücrelerinde ciddi hasar ve ölüm oluşmuş.,açıklama,nötr,kas,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,hiperkalemi,,,,tanı,tanı,0,nötr,,nörosistiserkozis,,Potasyum seviyesi yükseliyor.,"[{""text"":""hiperkalemi"",""type"":""Disease""}]",potasyum seviyesi yükseliyor.,tanı,nötr,unknown,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,geniş QRS kompleksi,EKG,,,açıklama,test,0,nötr,kalp,nörosistiserkozis,,EKG'de QRS genişlemesi görüldü.,"[{""text"":""EKG"",""type"":""Test""}]",ekg'de qrs genişlemesi görüldü.,açıklama,nötr,kalp,test,not_sarcastic,True,True,False,False,1,Test:1
1,21,House,taşikardi,,,,tanı,tanı,0,nötr,kalp,nörosistiserkozis,,Geniş kompleks taşikardi gelişti.,"[{""text"":""taşikardi"",""type"":""Disease""}]",geniş kompleks taşikardi gelişti.,tanı,nötr,kalp,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,Cuddy,kardiyak arrest,,,,tanı,tanı,0,nötr,kalp,nörosistiserkozis,,Hasta kalp durması yaşadı.,"[{""text"":""kardiyak arrest"",""type"":""Disease""}]",hasta kalp durması yaşadı.,tanı,nötr,kalp,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,21,Cuddy,defibrilasyon,,,,tedavi,tedavi,0,nötr,kalp,nörosistiserkozis,,Hastaya elektrik şoku uygulanarak ritim düzeltildi.,"[{""text"":""defibrilasyon"",""type"":""Procedure""}]",hastaya elektrik şoku uygulanarak ritim düzeltildi.,tedavi,nötr,kalp,tedavi,not_sarcastic,True,False,False,False,1,Procedure:1
1,21,House,klinik ölüm,,,,açıklama,değerlendirme,0,nötr,,nörosistiserkozis,,Hasta kısa süreli klinik ölüm yaşadı.,"[{""text"":""ölüm"",""type"":""Disease""}]",hasta kısa süreli klinik ölüm yaşadı.,açıklama,nötr,unknown,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,21,House,amputasyon alternatifi,,,,açıklama,değerlendirme,0,nötr,bacak,nörosistiserkozis,,Bacağı kesmek yerine alternatif cerrahi seçenek değerlendirildi.,"[{""text"":""cerrahi"",""type"":""Procedure""}]",bacağı kesmek yerine alternatif cerrahi seçenek değerlendirildi.,açıklama,nötr,bacak,değerlendirme,not_sarcastic,True,False,False,False,1,Procedure:1
1,22,House,karın ağrısı,,,,açıklama,değerlendirme,0,nötr,karın,nörosistiserkozis,,Hastada açıklanamayan karın ağrısı mevcut.,"[{""text"":""karın ağrısı"",""type"":""Symptom""}]",hastada açıklanamayan karın ağrısı mevcut.,açıklama,nötr,karın,değerlendirme,not_sarcastic,True,False,False,False,1,Symptom:1
1,22,House,duygu durum değişikliği,,,,açıklama,değerlendirme,0,nötr,beyin,nörosistiserkozis,,Hastada ani duygu durum değişiklikleri gözleniyor.,"[{""text"":""duygu durum"",""type"":""Symptom""}]",hastada ani duygu durum değişiklikleri gözleniyor.,açıklama,nötr,beyin,değerlendirme,not_sarcastic,True,False,False,False,1,Symptom:1
1,22,House,bayılma,,,,açıklama,değerlendirme,0,nötr,beyin,nörosistiserkozis,,Hasta birden fazla kez bayılmış.,"[{""text"":""bayılma"",""type"":""Symptom""}]",hasta birden fazla kez bayılmış.,açıklama,nötr,beyin,değerlendirme,not_sarcastic,True,False,False,False,1,Symptom:1
1,22,Chase,kloral hidrat,kan testi,,,açıklama,test,0,nötr,,nörosistiserkozis,,Toksikoloji testinde yüksek miktarda kloral hidrat bulundu.,"[{""text"":""kloral hidrat"",""type"":""Drug""},{""text"":""kan testi"",""type"":""Test""}]",toksikoloji testinde yüksek miktarda kloral hidrat bulundu.,açıklama,nötr,unknown,test,not_sarcastic,True,True,False,False,2,Drug:1|Test:1
1,22,Chase,,,,,açıklama,yok,0,nötr,,,,Daha fazla bilgiye ihtiyacımız var.,[],daha fazla bilgiye ihtiyacımız var.,açıklama,nötr,unknown,unknown,not_sarcastic,False,False,False,False,0,
1,22,Cameron,ultrason,ultrason,,,test,test,0,nötr,karın,nörosistiserkozis,,Abdominal ultrason incelemesi planlandı.,"[{""text"":""ultrason"",""type"":""Test""}]",abdominal ultrason incelemesi planlandı.,test,nötr,karın,test,not_sarcastic,True,True,False,False,1,Test:1
1,22,Cameron,BT görüntüleme,CT,,,test,test,0,nötr,karın,nörosistiserkozis,,Karın ve pelvis BT çekildi.,"[{""text"":""CT"",""type"":""Test""}]",karın ve pelvis bt çekildi.,test,nötr,karın,test,not_sarcastic,True,True,False,False,1,Test:1
1,22,House,negatif görüntüleme,,,,açıklama,değerlendirme,0,nötr,,nörosistiserkozis,,Görüntüleme testlerinde patoloji saptanmadı.,"[{""text"":""görüntüleme"",""type"":""Test""}]",görüntüleme testlerinde patoloji saptanmadı.,açıklama,nötr,unknown,değerlendirme,not_sarcastic,True,False,False,False,1,Test:1
1,22,House,exploratif cerrahi,,,ameliyat,karar,tedavi,0,nötr,,nörosistiserkozis,,Tanı koymak için eksploratif cerrahi planlandı.,"[{""text"":""cerrahi"",""type"":""Procedure""}]",tanı koymak için eksploratif cerrahi planlandı.,karar,nötr,unknown,tedavi,not_sarcastic,True,False,False,True,1,Procedure:1
1,22,House,nörojenik mesane,,,,tanı,tanı,0,nötr,,nörosistiserkozis,,Mesane fonksiyon bozukluğu nörojenik olabilir.,"[{""text"":""mesane"",""type"":""Disease""}]",mesane fonksiyon bozukluğu nörojenik olabilir.,tanı,nötr,unknown,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,22,House,abdominal epilepsi,,,,tanı,tanı,0,nötr,beyin,nörosistiserkozis,,Karın ağrısının nedeni abdominal epilepsi olabilir.,"[{""text"":""epilepsi"",""type"":""Disease""}]",karın ağrısının nedeni abdominal epilepsi olabilir.,tanı,nötr,beyin,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,22,Foreman,EEG anormalliği,EEG,,,açıklama,test,0,nötr,beyin,nörosistiserkozis,,Beyin dalgalarında diffüz anormallik tespit edildi.,"[{""text"":""EEG"",""type"":""Test""}]",beyin dalgalarında diffüz anormallik tespit edildi.,açıklama,nötr,beyin,test,not_sarcastic,True,True,False,False,1,Test:1
1,22,Foreman,aksonal dejenerasyon,,,,tanı,tanı,0,nötr,sinir sistemi,nörosistiserkozis,,Sinir liflerinde aksonal hasar mevcut.,"[{""text"":""dejenerasyon"",""type"":""Disease""}]",sinir liflerinde aksonal hasar mevcut.,tanı,nötr,sinir sistemi,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,22,House,ensefalit,,,,hipotez,hipotez,0,nötr,beyin,nörosistiserkozis,,Enfeksiyöz ensefalit olasılığı değerlendiriliyor.,"[{""text"":""ensefalit"",""type"":""Disease""}]",enfeksiyöz ensefalit olasılığı değerlendiriliyor.,hipotez,nötr,beyin,hipotez,not_sarcastic,True,False,False,False,1,Disease:1
1,22,House,Alzheimer,,,,hipotez,hipotez,0,nötr,beyin,nörosistiserkozis,,Erken başlangıçlı Alzheimer ihtimali düşünülüyor.,"[{""text"":""Alzheimer"",""type"":""Disease""}]",erken başlangıçlı alzheimer ihtimali düşünülüyor.,hipotez,nötr,beyin,hipotez,not_sarcastic,True,False,False,False,1,Disease:1
1,22,Cameron,CSF analizi,LP,,,test,test,0,nötr,beyin,nörosistiserkozis,,Beyin omurilik sıvısı analizi yapıldı.,"[{""text"":""LP"",""type"":""Test""}]",beyin omurilik sıvısı analizi yapıldı.,test,nötr,beyin,test,not_sarcastic,True,True,False,False,1,Test:1
1,22,Cameron,negatif enfeksiyon testi,,,,sonuç,test,0,nötr,,nörosistiserkozis,,Viral serolojiler negatif bulundu.,"[{""text"":""seroloji"",""type"":""Test""}]",viral serolojiler negatif bulundu.,sonuç,nötr,unknown,test,not_sarcastic,True,False,False,False,1,Test:1
1,22,House,PET taraması,PET,,,test,test,0,nötr,beyin,nörosistiserkozis,,PET taraması metabolik aktiviteyi değerlendirmek için istendi.,"[{""text"":""PET"",""type"":""Test""}]",pet taraması metabolik aktiviteyi değerlendirmek için istendi.,test,nötr,beyin,test,not_sarcastic,True,True,False,False,1,Test:1
1,22,Foreman,bilişsel değerlendirme,,,,test,test,0,nötr,beyin,nörosistiserkozis,,Hastanın hafızası test edilecek.,"[{""text"":""hafıza"",""type"":""Test""}]",hastanın hafızası test edilecek.,test,nötr,beyin,test,not_sarcastic,True,False,False,False,1,Test:1
1,22,House,nörolojik hastalık,,,,hipotez,hipotez,0,nötr,beyin,nörosistiserkozis,,Bulgular ilerleyici nörolojik hastalığı düşündürüyor.,"[{""text"":""nörolojik"",""type"":""Disease""}]",bulgular ilerleyici nörolojik hastalığı düşündürüyor.,hipotez,nötr,beyin,hipotez,not_sarcastic,True,False,False,False,1,Disease:1
1,22,House,nörolojik bozulma,,,,açıklama,değerlendirme,0,nötr,beyin,nörosistiserkozis,,Hastanın beyin fonksiyonları giderek bozuluyor.,"[{""text"":""nörolojik"",""type"":""Disease""}]",hastanın beyin fonksiyonları giderek bozuluyor.,açıklama,nötr,beyin,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,22,House,paralizi,,,,tanı,tanı,0,nötr,sinir sistemi,nörosistiserkozis,,Hasta alt ekstremitelerde felç gelişti.,"[{""text"":""paralizi"",""type"":""Disease""}]",hasta alt ekstremitelerde felç gelişti.,tanı,nötr,sinir sistemi,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,22,House,parestezi,,,,açıklama,değerlendirme,0,nötr,sinir sistemi,nörosistiserkozis,,Hastada uyuşma ve karıncalanma hissi mevcut.,"[{""text"":""parestezi"",""type"":""Symptom""}]",hastada uyuşma ve karıncalanma hissi mevcut.,açıklama,nötr,sinir sistemi,değerlendirme,not_sarcastic,True,False,False,False,1,Symptom:1
1,22,House,GuillainBarre sendromu,,,,hipotez,hipotez,0,nötr,sinir sistemi,nörosistiserkozis,,Periferik sinir sistemi hastalığı düşünülüyor.,"[{""text"":""GuillainBarre"",""type"":""Disease""}]",periferik sinir sistemi hastalığı düşünülüyor.,hipotez,nötr,sinir sistemi,hipotez,not_sarcastic,True,False,False,False,1,Disease:1
1,22,Foreman,Coombs testi,kan testi,,,test,test,0,nötr,,nörosistiserkozis,,İndirekt Coombs testi negatif bulundu.,"[{""text"":""Coombs"",""type"":""Test""}]",indirekt coombs testi negatif bulundu.,test,nötr,unknown,test,not_sarcastic,True,True,False,False,1,Test:1
1,22,House,immün yanıt eksikliği,,,,hipotez,hipotez,0,nötr,,nörosistiserkozis,,Vücut enfeksiyona karşı antikor üretmiyor olabilir.,"[{""text"":""immün"",""type"":""Disease""}]",vücut enfeksiyona karşı antikor üretmiyor olabilir.,hipotez,nötr,unknown,hipotez,not_sarcastic,True,False,False,False,1,Disease:1
1,22,Foreman,,,,,soru,yok,0,nötr,,,,Bunu neden daha önce söylemedi?,[],bunu neden daha önce söylemedi?,soru,nötr,unknown,unknown,not_sarcastic,False,False,False,False,0,
1,22,House,plazmaferez,,,,tedavi,tedavi,0,nötr,kan,nörosistiserkozis,,Kandaki zararlı maddeleri temizlemek için plazmaferez uygulandı.,"[{""text"":""plazmaferez"",""type"":""Procedure""}]",kandaki zararlı maddeleri temizlemek için plazmaferez uygulandı.,tedavi,nötr,kan,tedavi,not_sarcastic,True,False,False,False,1,Procedure:1
1,22,House,IVIG tedavisi,,,,tedavi,tedavi,0,nötr,,nörosistiserkozis,,İntravenöz immün globulin tedavisi başlandı.,"[{""text"":""IVIG"",""type"":""Drug""}]",intravenöz immün globulin tedavisi başlandı.,tedavi,nötr,unknown,tedavi,not_sarcastic,True,False,False,False,1,Drug:1
1,22,Cameron,alerjik reaksiyon,,,,tanı,tanı,0,nötr,,nörosistiserkozis,,Hasta tedaviye karşı alerjik reaksiyon geliştirdi.,"[{""text"":""alerji"",""type"":""Disease""}]",hasta tedaviye karşı alerjik reaksiyon geliştirdi.,tanı,nötr,unknown,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,22,House,panik atak,,,,tanı,tanı,0,nötr,beyin,nörosistiserkozis,,Solunum sıkıntısı panik atak kaynaklı olabilir.,"[{""text"":""panik"",""type"":""Disease""}]",solunum sıkıntısı panik atak kaynaklı olabilir.,tanı,nötr,beyin,tanı,not_sarcastic,True,False,False,False,1,Disease:1
1,22,House,Ativan,,Ativan,,tedavi,tedavi,0,nötr,,nörosistiserkozis,,Hastaya anksiyete kontrolü için Ativan verildi.,"[{""text"":""Ativan"",""type"":""Drug""}]",hastaya anksiyete kontrolü için ativan verildi.,tedavi,nötr,unknown,tedavi,not_sarcastic,True,False,True,False,1,Drug:1
1,22,House,solunum sıkıntısı,,,,açıklama,değerlendirme,0,nötr,akciğer,nörosistiserkozis,,Hasta nefes almakta zorlandı.,"[{""text"":""solunum"",""type"":""Symptom""}]",hasta nefes almakta zorlandı.,açıklama,nötr,akciğer,değerlendirme,not_sarcastic,True,False,False,False,1,Symptom:1
1,22,House,nörojenik hasar,,,,açıklama,değerlendirme,0,nötr,sinir sistemi,nörosistiserkozis,,Sinir sisteminde ilerleyici hasar mevcut.,"[{""text"":""sinir hasarı"",""type"":""Disease""}]",sinir sisteminde ilerleyici hasar mevcut.,açıklama,nötr,sinir sistemi,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
1,22,House,ölüm riski,,,,açıklama,değerlendirme,0,nötr,,nörosistiserkozis,,Tedavi edilmezse durum ölümcül olabilir.,"[{""text"":""ölüm"",""type"":""Disease""}]",tedavi edilmezse durum ölümcül olabilir.,açıklama,nötr,unknown,değerlendirme,not_sarcastic,True,False,False,False,1,Disease:1
